,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
31,METROTOWN Office  (All-inclusive) $730,Burnaby,Aug  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-metrotown-office-all-inclusive/6930923869.html,730,,,"

QR Code Link to This Post


Looking for Flexibility, No Risk, Low Costs & Personalized Reception at your Service? 
- We can help!

You can have your all-inclusive 1-2 people office for only $730 at a central location of Metrotown. 

Take a look at what is INCLUDED in this office package : 

▪ furniture 
▪ reception service 
▪ mail & courier handling 
▪ multiple phone line with voicemail box 
▪ phone answering service in your company name with call patching 
▪ internet access 
▪ 10 hours of free use of boardroom at all 3 premium locations (Downtown &West Broadway)
▪ access to kitchen with complimentary coffee and tea 
▪ hydro & janitorial service! 
▪ flexible Monthly term with No Setup fees! All included in 1 great price with NO hidden cost ! 


Call Award Business Centres @ show contact info
 now to find out more about the offer or visit www.awardbc.com !    "
32,North Burnaby Townhouse at Golfcourse - Sept. 1st,Burnaby,Aug  8,https://vancouver.craigslist.org/bnc/apa/d/north-burnaby-townhouse-at-golfcourse/6952431977.html,1800,2,1250.0,"

QR Code Link to This Post


North Burnaby townhouse for lease. Available Sept. 1st.

Across the street from Burnaby Mountain Golf Course. 
Close to amenities incl. groceries, pub, pizza, elementary school, SFU, golf course and Squint Lake Park across the street (golf, baseball, tennis, jogging track),
Close to Sperling skytrain station

Quiet neighborhood

No Smoking/vaping of any kind

Available for viewing after Aug. 11.

garden level townhouse in greenbelt area
2 bedroom, 1 bath.
master bedroom with walk-in closet
open floor plan
hardwood floors in kitchen and L/R 
New carpet in both bedrooms (no longer the carpet seen in pics)
lots of closet space with large in-suite storage room!!
full size washer and dryer
dishwasher
gas fireplace
small patio area (east facing)
water heater (brand new) and furnace in small outdoor shed (some storage space also)
access to outdoor pool and cabana
lots of free parking on street right in front 

prefer long term tenant
Utilities not included with rent
minimum 1 year lease
Tenant insurance required

"
33,Modern Bright 1 Br Main Floor Newer Home,N/A,Aug  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-modern-bright-1-br-main-floor/6950094924.html,1300,1,900.0,"

QR Code Link to This Post


Large Bright 1 Br 1 Bath with private entrance.
Beautiful ceramic tile throughout bathroom and kitchen. 
Radiant heat throughout with individual zone control.
Close to bus routes and all amenities.
Absolutely no smoking or marijuana use. No pets. 
Good references required
Suits one person.
$1300 per month. Available immediately. 
Please respond by Phone or Text only at  show contact info

No emails    "
34,Beautiful 2 Bed + 2 Bath in Brentwood! Close to Mall & Skytrain,Brentwood mall & Skytrain station,Aug  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-beautiful-2-bed-2-bath-in/6952425569.html,2100,2,800.0,"

QR Code Link to This Post


Professionally Managed By FirstService Residential
www.fsrbc.com/properties 

Please Contact Jay  show contact info
 to Schedule a Showing Appointment

Contact Person: Jay
Please TEXT  show contact info

Viewing by Appointment Only.

Available From September 1st.

Right Next to Brentwood Mall!
5 Min Walking Distance Brentwood Skytrain Station!

UNIT FEATURES:
• 2 Bedroom + 2 Bath 
• 800 sqft
• Stove/oven, Dishwasher, Washer/dryer In Suite
• 2 Parkings / 1 Storage Locker

RENTAL TERMS & CONDITIONS:
• $2,100 / Month
• Minimum 1-Year Lease, Month to Month After
• Credit check – Credit History Required
• Previous Landlord & Work References required
• NO SMOKING
• No Pets Allowed
• Move in/out fee applies as per Strata Bylaws    "
35,Bright & Spacious Townhome - Uptown New Westminster,New Westminster,Aug  8,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-bright-spacious/6945854771.html,2150,2,882.0,"

QR Code Link to This Post


Prefer to be contacted via cell phone - text messages or call.

Bright, Luxurious, 2 storey Designer Home. This Builder's philosophy was to create a beautiful, high quality, well designed and liveable home for your relaxation and long-term enjoyment. 

Beautiful landscaping with concrete pavers, trees, shrubs and river rock that bring the calm of nature to your doorstep.

Inside you'll find plenty of luxurious touches such as chrome finishing, zebra roller blinds, beautiful tiling in all the bathrooms and big bright slider windows as well as doors.

Main Floor: 

Kitchen features an island and is finished with white quartz countertops and white cabinets. Brand new stainless steel appliances including fridge, gas stove, and dishwasher.  The living room and kitchen have an open feel, with beautiful laminate grey flooring.  Also has 2 piece bathroom and 2 sundecks. One of the decks has a gas connection for your barbecue.

Upper Floor:

Grey dense carpet on stairs, and both bedrooms. Master bedroom has ensuite with full size shower and closet organizer. Also, another full size bathroom with tub.

This home is in a fantastic central location with easy access to schooling (New West Secondary, Byrne Creek Secondary, and easy access to parks, shopping, bike routes and public transportation.

Location:
13th Street at Kamloops
Near New Westminster Quay (1.6 km)
Near Skytrain (1.4 km to New Westminster Station)
Near Douglas College (1.4 km)
Near Metrotown (6.9 km)
Near BCIT (7.5 km)
Schools (New West Secondary, Byrne Creek Secondary & more)
Near Queen's Park (3.2 km)

Things you'll want to know:

No Smoking, Small dogs (less than 22 pounds, shorter than 16 inches)
Underground Secured Parking 
Underground Bike Storage
Sprinkler system so walls must remain free from nails and screws.
Outdoor Security System
"
36,Assignments PRESALES condos sales pro FREE,N/A,Aug  8,https://vancouver.craigslist.org/bnc/reo/d/vancouver-assignments-presales-condos/6949743570.html,0,,,"

QR Code Link to This Post


Are you looking to buy PRESALES or sell your PRESALES ?

Expert real estate team is well versed in all presale projects from downtown Vancouver to Coquitlam Surrey and Richmond. 
We know the project and the markets of presales having helped hundreds of clients with these units over the years and made money for clients. ASK today - advice is FREE! 

Projects we've worked on:
567 Como
Burquitlam Capital
W1 Concord
Brentwood Concord
Lumina
Trafalgar Square
SOLO district

Tens of units at each building    "
37,Brentwood TRIOMPHE Assignment luxury Jr 2 Bedroom,N/A,Aug  8,https://vancouver.craigslist.org/bnc/reo/d/burnaby-brentwood-triomphe-assignment/6949744036.html,620000,,,"

QR Code Link to This Post


Unit 25+ height floor
* 635 sq interior + 118 sq ft balcony
* 1 bedroom + den/sleep
* 1 bathroom
* 1 parking
* 1 bike/storage locker

Brentwood is booming. From world-class shopping & entertainment to parks and recreation, there are endless reasons to be exploring this urban playground. On the other hand, the pull to stay home, 43 floors above it all with the sweeping north-shore mountains as your backdrop, luxuriating in your elegant home or out on your large balcony will be strong. Triomphe is a residential masterpiece, designed to pamper you from the moment you step into the grand 3-story lobby to your time at the 13,000 square feet Amenity Pavilion with rooftop pool to every corner of your spacious, well-appointed suite. 

Assignment of Contract.
Exclusive listing: not on MLS

Nustream Realty

keyword
assignment brentwood concord bosa onni escala gilmore place ledmac madison lougheed city amazing burnaby coquitlam canada    "
38,*** ROOMS ON RENT IN A HOME  (full/part-time students) ***,Surrey,Aug  8,https://vancouver.craigslist.org/bnc/roo/d/surrey-rooms-on-rent-in-home-full-part/6952416371.html,535,,,"

QR Code Link to This Post


Fully furnished room available in a family home preferably students/working full or part-time. There are other female students who are respectfully sharing the home with us. Rooms are very clean and available close to 128th street & 60th Ave.

An Indian student is living in one room at present. Two rooms $535 & $565 per month (one room has a powder room attached. 

- High speed Wifi, Laundry, hydro, carpet cleaning included in the rent.
- 3 min walk to bus stop 322, 5 mins to Kwantlen University (KPU), Hwy 10, Hwy 99, shopping, schools, etc. 
- - a very clean and spacious shared kitchen and fridge.
- - Full shared bathroom will be shared with another female student. 
- - Clean carpeted furnished large bedrooms with lots of natural light. 
- - Street parking available at all times.

Requirements:
- No pets, No alcohol, smoking/drugs No parties & guests.
- Looking only for honest, responsible & respectful individuals must be very clean, quiet tenant(s) month to month contract or long term.
- Two references and Photocopies of 2 govt ID's, pay stub or credit check.
- Damage Deposit half the rent.

Contact BRYAN -  whatsapp
"
39,"3 Bedroom Suite walking distance to BCIT, EA Games, Burnaby Hospital",Burnaby,Aug  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-3-bedroom-suite-walking/6952415599.html,2100,3,1000.0,"

QR Code Link to This Post


THREE bedroom lower floor furnished suite for rent. Two EXTRA large bedrooms, One smaller bedroom. LARGE bathroom and newly renovated kitchen. Shared laundry in building. Entrance through the rear, through the garage. 1/3 share of monthly utilities, Internet optional. No smoking. A pet is welcome, we'd like to meet them first to ensure compatibility. One year lease to start. Upstairs is a family with two young boys who are early risers, expect to hear kiddos as we shoo them out the door for school in the mornings. Love to have a BBQ together or games night (if you’re interested) together occasionally. Contact for a showing, Photos are up!    "
40,Roommate wanted near Lake City Way,3538 Colter Ct.,Aug  8,https://vancouver.craigslist.org/bnc/roo/d/burnaby-roommate-wanted-near-lake-city/6941763219.html,800,,600.0,"

QR Code Link to This Post


For rent is an enormous lightly furnished bedroom in a nice basement suite in northeast Burnaby. This includes shared access to a well-furnished living room and well-equipped kitchen. The house is closer a five minute walk from Lake City Way Skytrain station, 30min by transit from SFU, and 25min from Commerical-Broadway. 

Suite has a covered entrance with a BBQ! 

Room is available September 30th. Early move-in is negotiable.

The smaller bedroom is available for $700. (I'd move to the bigger one.) 

The roommate is a quiet male physics PhD student. 

Student preferred    "
41,PARK METROTOWN > > > 2bd+2bth+pkg+2lkrs > > > RIGHT NOW or AUGUST 15,N/A,Aug  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-park-metrotown-2bd2bthpkg2lkrs/6952402222.html,2500,2,865.0,"

QR Code Link to This Post


Stunning and modern in an incredible location - THE PARK METROTOWN.  Fantastic in a vibrant, action-filled and desired neighbourhood just a stone's throw away from Metrotown Shopping Centre.  Right off Nelson Avenue on Lennox Lane, this place is perfect.  Across from Bonsor Park & Recreation Complex with a public soccer field & tennis courts!!!  Three minutes away from T&T Supermarket, Real Canadian Superstore, Save-On Foods, Cineplex, TD Canada Trust, Staples, Chapters, Starbucks, McDonald's, Cineplex Odeon, The Bay, Toys R'Us, Trattoria Restaurant, fine dining, food courts, plus much much more!  Crystal Mall and Metropolis at Metrotown with 400+ shops, services, stores & restaurants all right downstairs and a street crossing away from your doorstep.  Close to commuter routes and immediate transit on Kingway or at Royal Oak Skytrain Station.  This is a total dream location with absolutely anything and everything you need right nearby.    

This corner unit is absolute beauty.  Gorgeous laminate flooring, plush thick berber carpeting, floor to ceiling windows and super bird's eye views galore.  Sleek modern lines and clean styling with fine finishings & luxe conveniences, this place has everything expected in simple elevated living.  Cabinet undermount lighting, soft-close cabinetry, sleek tiling and huge gleaming quartz countertops in the open entertainer kitchen.  Stainless steel fridge w/water dispenser, an Italian gas range, a sunny extra large Westward & Northward view balcony, two big spa-like bathrooms, tons of built-in room for storage and more!   

Building Amenities include a huge ground floor amenities room, a yoga room, a fully equipped fitness centre/gym with cardio/weight machines/free weights, mens and ladies locker rooms with showers, a hot tub & a cold tub, a big sauna and a stunning 43rd floor rooftop party room and deck with a total 360 view of the entire Lower Mainland!!!  

1804-4900 Lennox Lane, Burnaby  

Available:  Right Now or August 15th
Rent Unfurnished:  $2500 per month 
Covered Area: 865 sqft 
Bedrooms:  Two 
Bathrooms:  Two
Appliances: Dishwasher, Fridge, Stove/Oven, Washer/Dryer 
Parking:  One 
Locker:  Two 
Sorry absolutely no smoking of any kind.  Sorry, zero pets.  
Utilities (BC Hydro), cable, telephone, internet and strata/building move fees are tenant extra costs - not included.  
No short term.  No subletting.  Minimum one year lease with a fully qualified application and approval required. 
Book for viewings - call or text  show contact info
.  Please include your name/phone or email in response for fastest reply!  

Posted and managed by Coldwell Banker Marquise Realty for owner. 
Prospective tenants are not charged any application or processing fees. "
